Component,Component,Test Case,TC Identifier,Test Type,Estimated Duration (min),Priority,Pass/Fail,LPS Ticket,Tester,Date,Test Name,Test Steps
Mobile Device Rules,,LMDD - Verify Device Windows PC,4d,Manual,,,,,,,"1. Go to the Left Product Menu > Content & Data > Web Content > Structures
2.  Add a new dummy structure with e.g. one text field
3. Add a Template associated to such structure: click on the top-left item ""Device"", under ""General Variables"", this will print: ${device}. On the right-side menu, make the template not cacheable
4. Save and create a web content from the structure from step 3, publish it
5. Go to the Welcome page and deploy a Web Content Display Widget onto the page
6. Configure the widget to display the web content from step 5
7. Visit the page with a mobile device, e.g. an iPhone or Android phone","1. Access site page with Device PC header (e.g. Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36)
2. Assert value of getScreenResolution()
3. Assert value of getOS()"
Mobile Device Rules,,Test Group 5 - Enterprise vs Lite Data Sets,,,,,,,,,,
Mobile Device Rules,,LMDD - Deploy LMDD Enterprise over LMDD Lite without uninstall/stopping Lite modules,5a,Manual,,,,,,,,"1. Deploy LMDD Lite
2. Add a mobile device family
3. Create a classification rule for the mobile device family
4. Assert list of available Operating Systems
5. Save the classification rule
6. Deploy LMDD Enterprise
7. Assert mobile device families have been preserved
8. Assert classification rule(s) have been preserved
9. Create a classification rule for the mobile device family
10. Assert list of available Operating Systems has been updated to include enterprise-only Operating Systems as well"
Mobile Device Rules,,LMDD - Deploy LMDD Enterprise over LMDD Lite after stopping/uninstalling Lite modules,5b,Manual,,,,,,,,"1. Deploy LMDD Lite
2. Add a mobile device family
3. Create a classification rule for the mobile device family
4. Stop and/or uninstall LMDD Lite
5. Deploy LMDD Enterprise
6. Assert mobile device families have been preserved
7. Assert classification rule(s) have been preserved
8. Create a new classification rule for the mobile device family
9. Assert list of available Operating Systems has been updated to include enterprise-only Operating Systems as well"
Mobile Device Rules,,LMDD - Stop/uninstall LMDD Enterprise when LMDD Lite is also available when enterprise Operating System is in use,5c,Manual,,3,,,,,https://issues.liferay.com/browse/LPS-86453,"1. Deploy LMDD Lite
2. Deploy LMDD Enterprise
3. Add a mobile device family
4. Add a classification rule
   1. Classification rule should use an enterprise Operating System
5. Stop/uninstall LMDD Enterprise
6. Enterprise properties can no longer be used.  For instance, device.getPointingMethod should no longer return a value. And thus rules matching to this shouldn’t work.  I believe hasQwertyKeyboard should also return false (e.g. it’s not available).
7. The enterprise data should be unloaded.
8. The lite data should be loaded only[a]"
Mobile Device Rules,,LMDD - Stop/uninstall LMDD Enterprise when LMDD is also available when lite Operating System is in use,5d,Manual,,,,,,,,"1. Deploy LMDD Lite
2. Deploy LMDD Enterprise
3. Add a mobile device family
4. Add a classification rule
   1. Classification rule should use an Operating System common to both Lite and Enterprise
5. Stop/uninstall LMDD Enterprise
6. Assert mobile device family is preserved
7. Assert mobile device family classification rule is preserved

"
Portal Cache,Portal Cache,,,,,,,,,,,
Portal Cache,,Test Group 1 - Portal Entity Cache Implement,,,,,,,,,,
Portal Cache,,Test notify entity portal cache removed,1a,Unit,-,5,,,,,EntityCacheImplTest#testNotifyPortalCacheRemovedPortalCacheName,"1. Activate entity cache
2. Assert portal cache present
3. Assert portal cache name
4. Notify portal cache removed 
5. Confirm portal caches is empty"
Portal Cache,,Test put and get null model result,1b,Unit,-,3,,,,,EntityCacheImplTest#testPutAndGetNullModel,"1. Set serialized to false
2. Put model in result
3. Get result
4. Assert model is returned by the result
5. Repeat test with serialized=true"
Portal Cache,,Test Group 2 - Portal Finder Cache Implement,,,,,,,,,,
Portal Cache,,Test notify finder portal removed portal cache name,2a,Unit,-,5,,,,,FinderCacheImplTest#testNotifyPortalCacheRemovedPortalCacheName,"1. Activate finder cache
2. Execute 1a Steps 2-5"
Portal Cache,,Test put empty list of invalid,2b,Unit,-,4,,,,,FinderCacheImplTest#testPutEmptyListInvalid,"1. Activate finder cache without serialized MultiVMPool[a]
2. Add result with KEY1 and empty list
3. Search for a result with KEY2
4. Assert that no result found
5. Repeat Steps 2-4 with finder cache with serialized MultiVMPool"
Portal Cache,,Test put empty list of valid,2c,Unit,-,4,,,,,FinderCacheImplTest#testPutEmptyListValid,"1. Execute 2b Steps 1-2 
2. Search for a result with KEY1
3. Assert that result found
4. Repeat Steps 1-3 with finder cache with serialized MultiVMPool"
Portal Cache,,Test keys collide,2d,Unit,-,3,,,,,FinderCacheImplTest#testTestKeysCollide,"1. Activate finder cache 
2. Generate cache KEY1 and KEY2
3. Get cache KEY1 and KEY2
4. Assert cache keys generator KEY1 and KEY2"
Portal Cache,,Test portal cache threshold,2e,Unit,-,3,,,,,FinderCacheImplTest#testThreshold,"1. Set threshold property value
2. Activate finder cache without serialized MultiVmPool
3. Add values to an array list
4. Search for a result with KEY1
5. Assert that result found
6. Repeat Steps 3-4
7. Assert that no result found"
Portal Cache,,Test Group 3 - Portal Cache API,,,,,,,,,,
Portal Cache,,Test portal cache serializable object wrapper,3a,Unit,-,5,,,,,SerializableObjectWrapperTest.java,1. com.liferay.portal.cache.io.SerializableObjectWrapper
Portal Cache,,Test Group 4 - Portal Cache Ehcache Implement,,,,,,,,,,
Portal Cache,,Ehcache portal cache - cache listener,4a,Unit,-,5,,,,,EhcachePortalCacheTest#testCacheListener,"1. Register local portal cache listener
2. Put portal cache KEY2 and VALUE2
3. Assert action count for local portal cache listener
4. Assert key value for local portal cache listener
5. Reset local portal cache listener key and value
6. Repeat Steps 3 - 5 for default portal cache listener
7. Repeat Steps 3 - 5 for default portal cache replicator
8. Add remote portal cache listener
9. Repeat Steps 1 - 5 for remote portal cache listener
10. Add portal cache listener scope all
11. Repeat Steps 1 - 5 for portal cache listener scope to all
12. Unregister portal cache listener
13. Put portal cache KEY1 and VALUE2
14. Repeat Steps 3 - 5 for local portal cache listener
15. Repeat Steps 3 - 5 for default portal cache replicator
16. Repeat Steps 3 - 5 for remoter portal cache listener"
Portal Cache,,Ehcache portal cache - get ehcache,4b,Unit,-,5,,,,,EhcachePortalCacheTest#testGetEhcache,"1. Seach ehcache
2. Assert the same results are found
"
Portal Cache,,Ehcache portal cache - get keys,4c,Unit,-,5,,,,,EhcachePortalCacheTest#testGetKeys,"1. Search portal cache keys
2. Assert result found for KEY1
3. Assert no result found for KEY2"
Portal Cache,,Ehcache portal cache - get name,4d,Unit,-,5,,,,,EhcachePortalCacheTest#testGetName,"1. Search portal cache name
2. Assert portal cache name is found"
Portal Cache,,Ehcache portal cache - put,4e,Unit,-,5,,,,,EhcachePortalCacheTest#testPut,"1. Add KEY1 and value  into a cache
2. Search for KEY1 value
3. Assert result found
4. Search for KEY2 value
5. Assert no result found
6. Add KEY2’s value 
7. Repeat Steps 2 - 4
8. Assert result found"
Portal Cache,,Ehcache portal cache - remove,4f,Unit,-,5,,,,,EhcachePortalCacheTest#testRemove,"1. Remove portal cache key1’s value1
2. Search for KEY1 value
3. Assert no result found
4. Search for KEY2 value
5. Assert no result found"
Portal Cache,,Ehcache portal cache - replace,4g,Unit,-,5,,,,,EhcachePortalCacheTest#testReplace,"1. Replace KEY_1’s VALUE_1 with VALUE_2
2. Assert KEY_1 has a value of VALUE_2
3. Assert KEY_2  has no value
4. Replace KEY_2 null value  with VALUE_2
5. Assert KEY_2 has a value of VALUE_2"
Portal Cache,,Test Group 5 - Portal Cache Test Util - MVCCPortal Cache,,,,,,,,,,
Portal Cache,,Test MVCCPortal cache - for hidden bridge,5a,Unit,-,4,,,,,MVCCPortalCacheTest#testForHiddenBridge,"1. Set serializable key = _KEY_1
2. Set value to _VERSION_1
3. Add key, value, and time to live
4. Search for key
5. Assert result found"
Portal Cache,,Test MVCCPortal cache - MVCCCache with advice,5b,Unit,-,4,,,,,MVCCPortalCacheTest#testMCCCacheWithAdvice,"1. Search for null _KEY_1 and _KEY_2
2. Assert no results found
3. Define thread
4. Add _KEY_1 and _VERSION_1
5. Start thread1
6. Wait until block thread count
7. Search for queue long
8. Assert thread count is 1
9. Repeat Steps 3 - 8 for thread2
10. Unblock/release cache
11. Join thread1 and thread2
12. Search for _KEY_1 and _KEY_2
13. Assert _KEY_1 result found
14. Assert _KEY_2 no result found"
Portal Cache,,Test MVCCPortal cache - MVCCCache without TTL (time to live),5c,Unit,-,3,,,,,MVCCPortalCacheTest#testMCCCacheWithoutTTL,"1. Set time to live to false
2. Check if a cache is not live
3. Assert false
4. If cache is live, add key, version, and time to live
5. Assert true
6. Search for keys version
7. Assert key1’s result found
8. Assert key2’s no result found

"
Portal Cache,,Test MVCCPortal cache - MVCCCache with TTL (time to live),5d,Unit,-,3,,,,,MVCCPortalCacheTest#testMCCCacheWithTTL,1. Repeat 1 - 8 for setting time to live to  true
Portal Cache,,Test Group 6 - Portal Cache Test Util - Transactional Portal Cache,,,,,,,,,,
Portal Cache,,Test transactional portal cache - concurrent transaction for MVCCPortal cache,6a,Unit,-,4,,,,,TransactionalPortalCacheTest#testConcurrentTransactionForMVCCPortalCache,"1. Set enable transactional cache to true
2. Set  read-only to true
3. Add KEY_1 with VALUE_1, and KEY_2 with VALUE_2
4. Assert cache listener and replicator keys and values
5. Assert cache listener and replicator action counts
6. Reset cache listener and replicator
7. Repeat Steps 2 - 5 with keys values set to null
8. Exchange KEY_1 value to VALUE_2 and KEY_2 value to VALUE_1
9. Repeat Steps 4 - 6 for updated keys values
10. Set  read-only to false
11. Repeat Steps 8 - 9"
Portal Cache,,Test transactional portal cache - concurrent transaction for  non MVCCPortal cache,6b,Unit,-,5,,,,,TransactionalPortalCacheTest#testConcurrentTransactionForNonmvccPortalCache,1. Execute  6a with concurrent transaction for non MVCCPortal cache
Portal Cache,,Test transactional portal cache - miscellaneous,6c,Unit,-,3,,,,,TransactionalPortalCacheTest#testMisc,"1. Set transactional cache to true
2. Start transactional portal cache helper
3. Add KEY_1 and its VALUE_1
4. Remove all transactional portal cache
5. Commit transactional portal cache helper
6. Set transactional cache to false
7. Create transactional life cycle listener with a null key and a null value
8. Commit transactional life cycle listener
9. Rollback transactional life cycle listener"
Portal Cache,,Test transactional portal cache - none transactional cache,6d,Unit,-,3,,,,,TransactionalPortalCacheTest#testNoneTransactionalCache,"1. Set transactional cache to false
2. Set portal cache value to true
3. Assert transactional portal cache helper is disabled
4. Set transactional cache to true
5. Set portal cache value to false
6. Assert transactional portal cache helper is disabled"
Portal Cache,,Test transactional portal cache - transactional cache with parameter validation,6e,Unit,-,3,,,,,TransactionalPortalCacheTest#testTransactionalCacheWithParameterValidation,"1. Set transactional cache to true
2. Set portal cache value to true
3. Add portal cache KEY_1, VALUE_1
4. Search for  key
5. Assert result found
6. Repeat Steps 3 - 4 with  null key
7. Search with null key
8. Assert error message “key is null”
9. Repeat Steps 3 - 5 with KEY_1, VALUE_2
10. Repeat Steps 3 - 4 with null value
11. Search with null value
12. Assert error message “value is null”
13. Repeat Steps 3 - 4 with KEY_1, VALUE_1, -1
14. Assert error message “Time to live is negative”
15. Repeat Steps 6 - 8 with null key is  removed"
Portal Cache,,Test transactional portal cache - transactional portal cache helper enabled,6f,Unit,-,3,,,,,TransactionalPortalCacheTest#testTransactionalPortalCachehelperEnabled,"1. Set transactional cache to false
2. Assert transactional portal cache helper is disabled
3. Set transactional cache to true
4. Start transactional portal cache helper
5. Assert transactional portal cache helper is enabled"
Portal Cache,,Test transactional portal cache - transactional portal cache with real MVCCPortal cache,6g,Unit,-,3,,,,,TransactionalPortalCacheTest#testTransactionalPortalCacheWithRealMVCCPortalCache,"1.  Set transactional cache to true
2. Start transactional portal cache helper
3. Add KEY_1 to transactional portal cache
4. Commit false transactional portal cache helper
5. Search for KEY_1
6. Assert result is found
7. Repeat Steps 2 - 6 for null model"
Portal Cache,,Test transactional portal cache - transaction lifecycle listener enabled with barrier,6h,Unit,-,3,,,,,TransactionalPortalCacheTest#testTransactionLifecycleListenerEnabledWithBarrier,"1.  Set enable transactional cache to true
2. Search transaction stack size
3. Assert zero value “0” (propagation is not supported)
4. Start parent transaction
5. Create transaction life cycle listener
6. Assert one value  “1”
7. Create child transaction
8. Repeat Steps 2 - 6 (propagation is nested)
9. Create grandchild transaction
10. Repeat Steps 2 - 6 (propagation is nested)"
Portal Cache,,Test transactional portal cache - transaction lifecycle listener enabled with exist transaction,6i,Unit,-,3,,,,,TransactionalPortalCacheTest#testTransactionLifecycleListenerEnabledWithExistTransaction,"1. Set enable transactional cache to true
2. Create transaction lifecycle listener
3. Search transaction stack size
4. Assert zero value “0”
5. Commit transaction lifecycle listener
6. Repeat Steps 3 - 4
7. Rollback transaction lifecycle listener
8. Repeat Steps 3 - 4"
Portal Cache,,Test transactional portal cache - transaction lifecycle listener enabled without barrier,6j,Unit,-,3,,,,,TransactionalPortalCacheTest#testTransactionLifecycleListenerEnabledWithoutBarrier,"1. Set enable transactional cache to true
2. Set PROPAGTION_REQUIRED to 0
3. Assert propagation is required 
4. Set PROPAGTION_SUPPORT to 1
5. Assert propagation is supported
6. Set PROPAGTION_MANDATORY  to 2
7. Assert propagation is mandatory
8. Set PROPAGTION_REQUIRED_NEW to 3
9. Assert new propagation is required"
Portal Cache,,Test Group 7 - Portal Cache Configuration,,,,,,,,,,
Portal Cache,,Portal cache - disabled cache table mapper tables (no test coverage),7a,Manual,,3,,,,,"1. Download and install  VisualVM
2. After visualVM installed, go to Tools > Plugins 
3. Click Available Plugins, look for MBeans and install
4. When your server started, start visualVM
5. Click on the server name, for example, tomcat
6. Click MBeans
7. Expand net.sf.ehcache > CacheConfiguration > MULTI_VM... and SINGLE_VM…
8. Go through the properties to verify your cache configuration override ","1. Disable table mapper cache by adding this property into portal-ext.properties
1. table.mapper.cacheless.mapping.table.names
2. Append your mapping table name to the list (e.g  see portal.impl.jar/portal.properties)
3. Restart the Liferay portal instance to delete the table mapper cache
4. Confirm unwanted table mapper cache is disabled[b]"
Portal Cache,,Portal cache - modify defaultCache configuration,7b,Manual,,3,,,,,"1. Download and install  VisualVM
2. After visualVM installed, go to Tools > Plugins 
3. Click Available Plugins, look for MBeans and install
4. When your server started, start visualVM
5. Click on the server name, for example, tomcat
6. Click MBeans
7. Expand net.sf.ehcache > CacheConfiguration > MULTI_VM... and SINGLE_VM…
8. Go through the properties to verify your cache configuration override ","1. Create a file, let call it “override-liferay-multi-vm.xml and override-liferay-single-vm.xml” 
2. Put the file in app server liferay directory, for example 
1. [Liferay Home]/tomcat-9.0.10/webapps/ROOT/WEB-INF/classes
3. Copy all content from “liferay-multi-vm.xml and liferay-single-vm.xml” 
4. Replace “override-liferay-multi-vm.xml and override-liferay-single-vm.xml”  content respectively with content from “liferay-multi-vm.xml and  liferay-single-vm.xml” to preserve default setting
5. Modify defaultCache cache configuration, for example, change
1. overflow to disk to true
2. maxElementsInMemory to any number
6. Save the file
7. Add these properties to portal-ext.properties and point them to a new file
1.  ehcache.single.vm.config.location=/override-liferay-multi-vm.xml
2.  ehcache.multi.vm.config.location=/override-liferay-single-vm.xml
8. Start the server
9. Assert no errors when the server start up


Related article: (Cache configuration)


Note: There a limitation that a developer should know. For a single vm cache, it allows you to store something which can not be serialized. In this case, if you enable overflow to disk, there will be a problem and here is an example of an  error: Error when enable overflow to disk"
Portal Cache,,Portal cache - modify cache configuration file,7c,Manual,,3,,,,,"1. Download and install  VisualVM
2. After visualVM installed, go to Tools > Plugins 
3. Click Available Plugins, look for MBeans and install
4. When your server started, start visualVM
5. Click on the server name, for example, tomcat
6. Click MBeans
7. Expand net.sf.ehcache > CacheConfiguration > MULTI_VM... and SINGLE_VM…
8. Go through the properties to verify your cache configuration override ","1. Repeat all steps in 7b to modify cache instead of defaultCache
2. Modify cache, see an example from step 5 in 7b
3. Continue with rest of the steps from 7b"
Portal Cache,,Portal cache - cache configuration with a module,7d,Manual,,4,,,,,"https://issues.liferay.com/browse/LRQA-53786
1. Download and install  VisualVM
2. After visualVM installed, go to Tools > Plugins 
3. Click Available Plugins, look for MBeans and install
4. When your server started, start visualVM
5. Click on the server name, for example, tomcat
6. Click MBeans
7. Expand net.sf.ehcache > CacheConfiguration > MULTI_VM... and SINGLE_VM…
8. Go through the properties to verify your cache configuration override ","1. Create a configuration file call “module-single-vm.xml” and “module-multi-vm.xml” 
2. Add “module-single-vm.xml” and “module-multi-vm.xml” into MODULE_ROOT/src/main/resources/META-INF
3. For example, in blogs module >  modules/apps/blogs/blogs-service/src/main/resources/META-INF
1. Add these files “module-single-vm.xml” and “module-multi-vm.xml
2. Modified property from the default liferay-multi-vm.xml or liferay-single-vm.xml and put it into files 3a based on the module, e.g
                <ehcache
        dynamicConfig=""true""
        monitoring=""off""
        name=""module-multi-vm""
        updateCheck=""false""
        xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
        xsi:noNamespaceSchemaLocation=""http://www.ehcache.org/ehcache.xsd""
>
        <cache
                eternal=""false""
                maxElementsInMemory=""1000""
                name=""com.liferay.blogs""
                overflowToDisk=""true""
                timeToIdleSeconds=""600""
        >
                        </cache>
</ehcache>
4. Save the file
5. Deploy the module
6. Assert no console errors"
Portal Cache,,Portal cache - serialization test,7e,Manual,,3,,,,,"1. Download and install  VisualVM
2. After visualVM installed, go to Tools > Plugins 
3. Click Available Plugins, look for MBeans and install
4. When your server started, start visualVM
5. Click on the server name, for example, tomcat
6. Click MBeans
7. Expand net.sf.ehcache > CacheConfiguration > MULTI_VM... and SINGLE_VM…
8. Go through the properties to verify your cache configuration override ","1. Repeat all steps in 7d to Enable overflowToDisk=""true"" in xml to test serialization
2. Assert OverflowToDisk property is set to true in a visualVM "
Portlet 3,Portlet 3,,,,,,,,,,,
Portlet 3,,Test Group 1- Usage ,,,,,,,,,,
Portlet 3,,WAR/WAB with portlet.xml/web.xml (handled by TCK),1a,Unit,-,,,,,,,"1. Deploy a WAR/WAB with portlet.xml/web.xml
2. Assert portlet is deployed and working with no errors"
Portlet 3,,WAR/WAB with pure annotations (implemented through CDI),1b,Unit,-,,,,,,,"1. Deploy a WAR/WAB with
   1. Pure annotations
   2. Empty beans.xml (required)
2. Assert portlet is deployed and working with no errors"
Portlet 3,,WAR/WAB with hybrid portlet.xml + annotations (implemented through CD,1c,Unit,-,,,,,,,"1. Deploy a WAR/WAB with
   1. Hybrid portlet.xml + annotations
   2. Empty beans.xml (required)
2. Assert portlet is deployed and working with no errors"
Portlet 3,,OSGi bundle with Declarative Services (Skinny WAR / no portlet.xml/no servlet.xml),1d,Manual,-,,,,,,https://issues.liferay.com/browse/LRQA-42958,"1. Assert that Portlet metadata generation is correct[a][b]
2. Assert portlet is deployed and working with no errors"
Portlet 3,,Test Group 2 - Deployment,,,,,,,,,,
Portlet 3,,WAR/WAB with portlet.xml (portlet.xml/servlet.xml) - handled by TCK,2a,Unit,-,,,,,,,"1. Deploy a WAR/WAB with portlet.xml/web.xml
2. Assert portlet is deployed with no errors
3. Assert no exceptions in console"
Portlet 3,,WAR/WAB with pure annotations (Implemented through CDI),2b,Unit,-,,,,,,,"1. Deploy a WAR/WAB with
   1. Pure annotations
   2. Empty beans.xml (required)
2. Assert portlet is deployed with no errors
3. Assert no exceptions in console"
Portlet 3,,WAR/WAB with hybrid portlet.xml + annotations (Implemented through CDI),2c,Unit,-,,,,,,,"1. Deploy a WAR/WAB with
   1. Hybrid portlet.xml + annotations
   2. Empty beans.xml (required)
2. Assert portlet is deployed with no errors
3. Assert no exceptions in console"
Portlet 3,,OSGi bundle with Declarative Services,2d,Unit,-,,,,,,,"1. Deploy portlet assembled using declarative services (LPS-75948)
2. Assert Portlet is deployed with no errors
3. Assert no exceptions in console"
Portlet 3,,OSGi bundle service with a low level OSGI API,2e,Unit,-,,,,,,,"1. Publish a Portlet service using low level OSGi API (completely missing)
2. Assert service is working with no errors
3. Assert no exceptions in console"
Portlet 3,,OSGi bundle with CDI (no test coverage at all currently),2f,Manual,-,5,,,,,https://issues.liferay.com/browse/LRQA-42958,"1. Deploy portlet jar assembled using CDI 
2. Assert Portlet is deployed with no errors"
Rolling Restarts,Rolling Restarts,,,,,,,,,,,
Rolling Restarts,,Test Group 1 - Fix Packs,,,,,,,,,,
Rolling Restarts,,Apply fix pack (LRQA-29630),1a,Functional,-,5,,,,,RollingRestartEE#InstallFixPackWithMultipleClusters,"1. Start a cluster of 3 Liferay servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and apply the latest FP.
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
   2. Assert a bug fix/feature exists on cluster 2 and is missing on cluster1/cluster3.[a]
4. Take down cluster1 and apply the latest FP.
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
   2. Assert a bug fix/feature exists on cluster1/cluster2 and is missing on cluster3.[b]
6. Take down cluster3 and apply the latest FP.
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2.
   2. Assert a bug fix/feature exists on cluster1, cluster2, and cluster3.[c]"
Rolling Restarts,,Apply fix pack with database changes,1b,Manual,50,4,,,,,https://issues.liferay.com/browse/LRQA-42993,
Rolling Restarts,,Apply fix pack that update database indices,1c,Manual,50,3,,,,,https://issues.liferay.com/browse/LRQA-42994,
Rolling Restarts,,Apply fix pack with new OSGI configuration object (LRQA-29768),1d,Functional,50,4,,,,,RollingRestartEE#InstallFixPackWithNewOSGIConfiguration,"1. For this scenario, let's use the SPAConfiguration module which was changed between SP1 and FP8.
   1. In FP8, the request timeout and user notification timeout fields were added in System Settings. Set user notification timeout to a very low number to cause the yellow ""sorry this is taking too long"" alert to show up.
2. Start a cluster of 3 Liferay Servers connect them to standalone Elasticsearch cluster
   1. Start all servers on DXP SP1
   2. Verify clustering is working on both servers
3. Shut down a server and add a duplicate configuration file with the same contents, but different pid and name
4. Restart that server
5. Assert the configuration shows up in System Settings
6. Verify basic portal functionality
7. Verify that other nodes don't crash"
Rolling Restarts,,Revert fix pack,1e,Functional,-,5,,,,,RollingRestartEE#InstallFixPackWithMultipleClusters,"1. Start a cluster of 3 Liferay Servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1 with the latest FP.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and revert the FP.
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
   2. Assert a bug fix/feature exists on cluster1/cluster3 and is missing on cluster 2.[d]
4. Take down cluster1 and revert the FP.[e]
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
   2. Assert a bug fix/feature exists on cluster3 and is missing on cluster1/cluster2.[f]
6. Take down cluster3 and revert the FP.[g]
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2.
   2. Assert a bug fix/feature is missing on cluster1, cluster2, and cluster3.[h]"
Rolling Restarts,,Test Group 2 - Deployment,,,,,,,,,,
Rolling Restarts,,Deployment of new plugins/modules with database changes,2a,Manual,45,4,,,,,https://issues.liferay.com/browse/LRQA-42997,"1. Start a cluster of 3 Liferay Servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1 + latest FP.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and deploy 2 portlets that causes database changes[i][j][k][l].
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
   2. Assert new portlet only exists on cluster2 and not on cluster1/cluster3.
4. Take down cluster1 and deploy the same 2 portlets that causes database changes.
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
   2. Assert new portlet exists on on cluster/1cluster2 and not on cluster 3.
6. Take down cluster3 and deploy the same 2 portlets that causes database changes.
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2.
   2. Assert new portlet exists on cluster1, cluster2, and cluster3."
Rolling Restarts,,Deployment of new plugins/modules without database changes (LRQA-29631),2b,Manual,45,3,,,,,https://issues.liferay.com/browse/LRQA-42998,"1. Start a cluster of 3 Liferay Servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1 + latest FP.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and deploy 2 portlets that don’t cause database changes.
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
   2. Assert new portlet only exists on cluster2 and not on cluster1/cluster3.
4. Take down cluster1 and deploy the same 2 portlets that don’t cause database changes.
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
   2. Assert new portlet exists on on cluster/1cluster2 and not on cluster 3.
6. Take down cluster3 and deploy the same 2 portlets that don’t cause database changes.
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2.
   2. Assert new portlet exists on cluster1, cluster2, and cluster3."
Rolling Restarts,,Update of an existing plugin/module with database changes,2c,Manual,45,4,,,,,https://issues.liferay.com/browse/LRQA-42999,"1. Start a cluster of 3 Liferay Servers - referred to as cluster1, cluster2, and cluster3.
   1. Start all servers on DXP GA1 + latest FP.
   2. Verify clustering is working on all 3 servers.
2. Take down cluster2 and update a plugin that causes database changes.
3. Restart cluster2 and assert the following:
   1. Test clustering still works between cluster2 and cluster1/cluster3 .
      1. Add portlet/content on cluster2 and assert it shows up in cluster1/cluster3.
   2. Assert new portlet only exists on cluster2 and not on cluster1/cluster3.
4. Take down cluster1 and update a plugin that causes database changes.
5. Restart cluster1 and assert the following:
   1. Test clustering still works between cluster1 and cluster2/cluster3 .
      1. Add portlet/content on cluster1 and assert it shows up in cluster2/cluster3.
   2. Assert new portlet exists on on cluster/1cluster2 and not on cluster 3.
6. Take down cluster3 and update a plugin that causes database changes.
7. Restart cluster3 and assert the following:
   1. Test clustering still works between cluster1, cluster2, and cluster3.
      1. Add portlet/content on cluster3 and assert it shows up in cluster1/cluster2.
   2. Assert new portlet exists on cluster1, cluster2, and cluster3."
